     tau    inv_tau  theta          v_ht        v_aipw   bias_b        v_b   loss_1  offgreedy
1.000000   1.000000    1.5  7.564734e+00  4.433736e+00 0.480156   5.693160 0.170557   0.379885
0.937923   1.066186    1.5  7.620717e+00  4.484380e+00 0.477587   5.730138 0.165825   0.372599
0.879699   1.136752    1.5  7.690231e+00  4.542770e+00 0.474706   5.772608 0.160878   0.364956
0.825091   1.211988    1.5  7.775770e+00  4.610217e+00 0.471482   5.821280 0.155721   0.356956
0.773871   1.292205    1.5  7.880313e+00  4.688292e+00 0.467880   5.876941 0.150358   0.348601
0.725832   1.377730    1.5  8.007430e+00  4.778882e+00 0.463865   5.940458 0.144799   0.339896
0.680774   1.468916    1.5  8.161438e+00  4.884275e+00 0.459399   6.012785 0.139055   0.330850
0.638514   1.566137    1.5  8.347578e+00  5.007257e+00 0.454446   6.094967 0.133141   0.321477
0.598877   1.669793    1.5  8.572264e+00  5.151248e+00 0.448969   6.188143 0.127076   0.311796
0.561700   1.780309    1.5  8.843401e+00  5.320470e+00 0.442931   6.293550 0.120883   0.301831
0.526832   1.898140    1.5  9.170814e+00  5.520184e+00 0.436300   6.412521 0.114588   0.291611
0.494127   2.023770    1.5  9.566817e+00  5.756993e+00 0.429045   6.546491 0.108222   0.281170
0.463453   2.157714    1.5  1.004698e+01  6.039256e+00 0.421141   6.696987 0.101819   0.270548
0.434684   2.300524    1.5  1.063120e+01  6.377661e+00 0.412571   6.865637 0.095414   0.259788
0.407700   2.452785    1.5  1.134513e+01  6.785992e+00 0.403325   7.054154 0.089047   0.248940
0.382391   2.615124    1.5  1.222223e+01  7.282227e+00 0.393403   7.264339 0.082756   0.238054
0.358653   2.788208    1.5  1.330662e+01  7.890052e+00 0.382817   7.498072 0.076583   0.227183
0.336389   2.972747    1.5  1.465714e+01  8.641031e+00 0.371593   7.757302 0.070567   0.216382
0.315507   3.169500    1.5  1.635326e+01  9.577752e+00 0.359769   8.044046 0.064744   0.205705
0.295921   3.379276    1.5  1.850373e+01  1.075840e+01 0.347399   8.360380 0.059150   0.195202
0.277551   3.602935    1.5  2.125931e+01  1.226352e+01 0.334550   8.708430 0.053814   0.184924
0.260322   3.841398    1.5  2.483218e+01  1.420629e+01 0.321304   9.090376 0.048761   0.174913
0.244162   4.095643    1.5  2.952534e+01  1.674802e+01 0.307751   9.508447 0.044013   0.165210
0.229005   4.366716    1.5  3.577862e+01  2.012247e+01 0.293994   9.964925 0.039581   0.155846
0.214789   4.655730    1.5  4.424133e+01  2.467409e+01 0.280138  10.462149 0.035474   0.146848
0.201456   4.963872    1.5  5.588953e+01  3.091969e+01 0.266292  11.002526 0.031694   0.138236
0.188950   5.292409    1.5  7.221885e+01  3.964974e+01 0.252563  11.588549 0.028236   0.130022
0.177220   5.642690    1.5  9.556815e+01  5.209801e+01 0.239052  12.222804 0.025093   0.122213
0.166219   6.016155    1.5  1.296752e+02  7.023262e+01 0.225852  12.908001 0.022252   0.114809
0.155901   6.414338    1.5  1.806524e+02  9.726616e+01 0.213040  13.646988 0.019695   0.107807
0.146223   6.838875    1.5  2.587446e+02  1.385732e+02 0.200684  14.442781 0.017406   0.101197
0.137146   7.291511    1.5  3.815775e+02  2.033840e+02 0.188833  15.298593 0.015364   0.094969
0.128632   7.774104    1.5  5.803316e+02  3.079978e+02 0.177523  16.217852 0.013548   0.089107
0.120647   8.288638    1.5  9.118314e+02  4.820671e+02 0.166773  17.204239 0.011938   0.083596
0.113158   8.837226    1.5  1.482964e+03  7.812718e+02 0.156592  18.261707 0.010513   0.078418
0.106133   9.422124    1.5  2.501698e+03  1.313763e+03 0.146977  19.394510 0.009255   0.073557
0.099545  10.045733    1.5  4.387485e+03  2.297306e+03 0.137915  20.607217 0.008145   0.068995
0.093365  10.710616    1.5  8.019469e+03  4.187580e+03 0.129389  21.904746 0.007167   0.064714
0.087569  11.419505    1.5  1.531732e+04  7.978002e+03 0.121376  23.292377 0.006306   0.060698
0.082133  12.175312    1.5  3.066007e+04  1.593116e+04 0.113851  24.775772 0.005548   0.056930
0.077035  12.981143    1.5  6.451401e+04  3.344667e+04 0.106788  26.361001 0.004881   0.053396
0.072253  13.840308    1.5  1.431715e+05  7.406889e+04 0.100162  28.054559 0.004294   0.050082
0.067767  14.756337    1.5  3.362878e+05  1.736290e+05 0.093945  29.863393 0.003777   0.046973
0.063561  15.732995    1.5  8.391739e+05  4.324577e+05 0.088114  31.794933 0.003323   0.044057
0.059615  16.774293    1.5  2.233684e+06  1.149051e+06 0.082644  33.857107 0.002923   0.041322
0.055914  17.884510    1.5  6.369134e+06  3.270900e+06 0.077514  36.058388 0.002571   0.038757
0.052443  19.068207    1.5  1.954386e+07  1.002091e+07 0.072702  38.407819 0.002262   0.036351
0.049188  20.330248    1.5  6.485233e+07  3.320258e+07 0.068189  40.915053 0.001990   0.034094
0.046134  21.675819    1.5  2.339271e+08  1.195950e+08 0.063956  43.590393 0.001751   0.031978
0.043270  23.110446    1.5  9.223102e+08  4.709023e+08 0.059986  46.444826 0.001540   0.029993
0.040584  24.640026    1.5  3.998321e+09  2.038854e+09 0.056262  49.490084 0.001355   0.028131
0.038065  26.270841    1.5  1.917841e+10  9.768037e+09 0.052769  52.738676 0.001192   0.026385
0.035702  28.009593    1.5  1.024693e+11  5.213206e+10 0.049494  56.203951 0.001048   0.024747
0.033486  29.863426    1.5  6.142231e+11  3.121630e+11 0.046421  59.900148 0.000922   0.023211
0.031407  31.839955    1.5  4.162151e+12  2.113218e+12 0.043539  63.842448 0.000811   0.021770
0.029457  33.947302    1.5  3.214384e+13  1.630500e+13 0.040837  68.047052 0.000714   0.020418
0.027629  36.194126    1.5  2.853828e+14  1.446342e+14 0.038302  72.531237 0.000628   0.019151
0.025914  38.589657    1.5  2.939802e+15  1.488690e+15 0.035924  77.313423 0.000552   0.017962
0.024305  41.143737    1.5  3.548493e+16  1.795536e+16 0.033694  82.413258 0.000486   0.016847
0.022796  43.866861    1.5  5.071830e+17  2.564479e+17 0.031602  87.851697 0.000427   0.015801
0.021381  46.770217    1.5  8.680410e+18  4.386092e+18 0.029641  93.651086 0.000376   0.014820
0.020054  49.865733    1.5  1.800330e+20  9.090975e+19 0.027801  99.835249 0.000331   0.013900
0.018809  53.166128    1.5  4.582736e+21  2.312709e+21 0.026075 106.429596 0.000291   0.013037
0.017641  56.684961    1.5  1.451270e+23  7.319778e+22 0.024456 113.461220 0.000256   0.012228
0.016546  60.436691    1.5  5.800998e+24  2.924292e+24 0.022938 120.959012 0.000225   0.011469
0.015519  64.436731    1.5  2.972233e+26  1.497556e+26 0.021514 128.953776 0.000198   0.010757
0.014556  68.701517    1.5  1.984392e+28  9.993633e+27 0.020179 137.478363 0.000174   0.010089
0.013652  73.248569    1.5  1.756897e+30  8.844029e+29 0.018926 146.567791 0.000153   0.009463
0.012805  78.096572    1.5  2.101622e+32  1.057495e+32 0.017751 156.259411 0.000135   0.008876
0.012010  83.265442    1.5  3.464998e+34  1.742839e+34 0.016649 166.593037 0.000119   0.008325
0.011264  88.776418    1.5  8.042955e+36  4.043997e+36 0.015616 177.611131 0.000104   0.007808
0.010565  94.652140    1.5  2.688597e+39  1.351362e+39 0.014646 189.358956 0.000092   0.007323
0.009909 100.916752    1.5  1.325927e+42  6.662317e+41 0.013737 201.884786 0.000081   0.006869
0.009294 107.595990    1.5  9.898619e+44  4.972201e+44 0.012884 215.240078 0.000071   0.006442
0.008717 114.717298    1.5  1.149768e+48  5.773785e+47 0.012084 229.479709 0.000062   0.006042
0.008176 122.309934    1.5  2.139603e+51  1.074157e+51 0.011334 244.662180 0.000055   0.005667
0.007668 130.405093    1.5  6.581004e+54  3.303070e+54 0.010631 260.849872 0.000048   0.005315
0.007192 139.036036    1.5  3.458856e+58  1.735625e+58 0.009971 278.109294 0.000043   0.004985
0.006746 148.238223    1.5  3.218508e+62  1.614664e+62 0.009352 296.511357 0.000037   0.004676
0.006327 158.049463    1.5  5.506546e+66  2.761955e+66 0.008771 316.131670 0.000033   0.004386
0.005934 168.510065    1.5  1.803485e+71  9.044104e+70 0.008227 337.050842 0.000029   0.004113
0.005566 179.663009    1.5  1.180378e+76  5.918270e+75 0.007716 359.354823 0.000025   0.003858
0.005220 191.554118    1.5  1.616240e+81  8.102237e+80 0.007237 383.135253 0.000022   0.003619
0.004896 204.232247    1.5  4.861656e+86  2.436765e+86 0.006788 408.489834 0.000020   0.003394
0.004592 217.749486    1.5  3.384381e+92  1.696067e+92 0.006366 435.522739 0.000017   0.003183
0.004307 232.161372    1.5  5.763821e+98  2.888104e+98 0.005971 464.345035 0.000015   0.002986
0.004040 247.527118    1.5 2.547969e+105 1.276553e+105 0.005601 495.075144 0.000013   0.002800
0.003789 263.909855    1.5 3.114208e+112 1.560049e+112 0.005253 527.839320 0.000012   0.002626
0.003554 281.376894    1.5 1.125652e+120 5.638245e+119 0.004927 562.772180 0.000010   0.002463
0.003333 300.000000    1.5 1.292800e+128 6.474755e+127 0.004621 600.017251 0.000009   0.002310
-> /tmp/claude-0/-root/ed2d4681-8e2c-4e6e-8b73-4017b98f4af8/scratchpad/repo/simulation/results/separation/phase.csv (+ .json)

real	0m28.011s
user	0m23.603s
sys	0m10.055s
