n,delta,design,reps,common_tau,max_abs_p_opt_minus_p_ctx,rmse,bias,coverage,coverage_mcse,explored,cum_loss
100000,0.1,uniform,400,0.10968574680939225,2.7755575615628914e-17,0.09750721384978737,-0.0026777122846828316,0.95,0.010897247358851683,99.7175,49.89077771499632
100000,0.1,optimal,400,0.10968574680939225,2.7755575615628914e-17,0.10296747165796971,-0.004645847049048912,0.9325,0.010897247358851683,133.6075,44.47770129013387
100000,0.1,ctx_temperature,400,0.10968574680939225,2.7755575615628914e-17,0.10296747165796974,-0.004645847049048912,0.9325,0.010897247358851683,133.6075,44.47770129013387
100000,0.1,common_temperature,400,0.10968574680939225,2.7755575615628914e-17,0.09726364130286681,-0.0017362311409612197,0.965,0.010897247358851683,7606.5375,988.49590207548
100000,0.05,uniform,400,0.13266311578406226,5.551115123125783e-17,0.05203650237145525,-0.0010035696078898315,0.955,0.010897247358851683,399.9225,200.31906039410933
100000,0.05,optimal,400,0.13266311578406226,5.551115123125783e-17,0.05317298132898995,0.002997731085634614,0.94,0.010897247358851683,531.7225,177.96520424354702
100000,0.05,ctx_temperature,400,0.13266311578406226,5.551115123125783e-17,0.05317298132898997,0.002997731085635058,0.94,0.010897247358851683,531.7225,177.96520424354702
100000,0.05,common_temperature,400,0.13266311578406226,5.551115123125783e-17,0.050013830263844976,0.0031364195820793306,0.9475,0.010897247358851683,9190.7125,1440.1371387946117
