alpha,n,tau,reps,neff_per_arm,bias_beta0,bias_beta_ov,sd_mc,sd_pred,se_over_sd,coverage_se_hat,coverage_mc_sd,coverage_mcse,skew,excess_kurtosis
0.6,10000,0.003981071705534973,3000,37.22769490938007,0.0050979815786225124,-0.0004209556753580479,0.2221132420897588,0.22413774476912984,0.9847337029433759,0.936,0.945,0.003979112128771107,0.053183884910931484,0.19816730077986122
0.6,100000,0.0010000000000000002,3000,95.72005712813818,0.0055947684003918585,0.004208474049688826,0.14024079971893727,0.14142135623730948,1.0001469390539752,0.9513333333333334,0.9523333333333334,0.003979112128771107,0.01708835463488151,-0.011025327301759535
0.6,1000000,0.00025118864315095806,1000,244.26460064949623,0.0044478682334812,0.004099646875373342,0.09225788381163591,0.08923084338428021,0.9625984312173927,0.934,0.951,0.006892024376045111,-0.0242497345061974,0.030189447279421966
