alpha,n,tau,reps,neff_per_arm,bias_beta0,bias_beta_ov,sd_mc,sd_pred,se_over_sd,coverage_se_hat,coverage_mc_sd,coverage_mcse,skew,excess_kurtosis
0.6,1000000,0.00025118864315095806,5000,244.16450291177756,-4.424147709847226e-05,-0.00039246283520633085,0.08961118934995592,0.08923084338428021,0.9925818341507884,0.9458,0.9496,0.0030822070014844883,-0.05672155140337757,-0.04730505847958044
