dgp,beta,tau,n,ate,beta_ov,e_inv_p,e_inv_q,overlap_mass,pop_kish_frac,zero_arm_rate,kish1_realized,kish0_realized,ht_bias,ht_sd,ht_rmse,ht_estimable_rate,ht_cover_cond,ht_cover_uncond,hajek_bias,hajek_sd,hajek_rmse,hajek_estimable_rate,hajek_cover_cond,hajek_cover_uncond,trunc_bias,trunc_sd,trunc_rmse,trunc_estimable_rate,trunc_cover_cond,trunc_cover_uncond,aipw_oracle_bias,aipw_oracle_sd,aipw_oracle_rmse,aipw_oracle_estimable_rate,aipw_oracle_cover_cond,aipw_oracle_cover_uncond,or_oracle_bias,or_oracle_sd,or_oracle_rmse,or_oracle_estimable_rate,or_oracle_cover_cond,or_oracle_cover_uncond,overlap_bias,overlap_sd,overlap_rmse,overlap_estimable_rate,overlap_cover_cond,overlap_cover_uncond
normal,const,0.3,1000,1.0,1.0,250.04308239713617,291.90862930925624,0.10586346047019027,0.003425729490650212,0.0,0.11167837923307423,0.10817743833808972,0.06435975910741858,0.6115840479481272,0.6142004059569812,1.0,0.6975,0.6975,0.17487922567982486,0.39896361489934484,0.4351514445258041,1.0,0.6375,0.6375,0.26842373706939787,0.2526444686285325,0.3684032533543553,1.0,0.6225,0.6225,0.0249497097491708,0.29385765246629164,0.29454868380250016,1.0,0.93,0.93,0.0,0.0,0.0,1.0,1.0,1.0,0.006805580890727671,0.10597267203922463,0.10605869899421483,1.0,0.9375,0.9375
normal,const,0.3,2000,1.0,1.0,250.04308239713617,291.90862930925624,0.10586346047019027,0.003425729490650212,0.0,0.0855871763123947,0.08403058297344355,-0.005290013082234833,0.504536938957231,0.503933639682659,1.0,0.76,0.76,0.07481038385765752,0.3446157845317543,0.3522211413075534,1.0,0.73,0.73,0.21628063340976855,0.17663363257159023,0.2791034824991936,1.0,0.6775,0.6775,-0.006308548145751982,0.24886379221908744,0.24863256401702136,1.0,0.9475,0.9475,0.0,0.0,0.0,1.0,1.0,1.0,-0.005981381796301164,0.07602405506080596,0.07616419587779984,1.0,0.9525,0.9525
normal,const,0.3,4000,1.0,1.0,250.04308239713617,291.90862930925624,0.10586346047019027,0.003425729490650212,0.0,0.07009450119882152,0.06440957440879677,-0.01934158633193837,0.43717563279566596,0.43705700376192474,1.0,0.775,0.775,0.047443959944442254,0.32070988626073416,0.3238033715122797,1.0,0.74,0.74,0.22976083171360584,0.1251307969504557,0.2615504001991211,1.0,0.525,0.525,-0.0005833585289891285,0.18943918630185586,0.1892031384533983,1.0,0.9625,0.9625,0.0,0.0,0.0,1.0,1.0,1.0,0.0027029331095769684,0.05364184441906204,0.053642890501836384,1.0,0.9475,0.9475
normal,const,0.3,8000,1.0,1.0,250.04308239713617,291.90862930925624,0.10586346047019027,0.003425729490650212,0.0,0.05319614706032033,0.05539048787992929,0.02749910501292672,0.27447177757820057,0.2755043022744506,1.0,0.745,0.745,0.05996990368940751,0.24901284024258066,0.25582956331839296,1.0,0.73,0.73,0.22905072506465424,0.09242194292859461,0.24695079600702538,1.0,0.29,0.29,-0.004093918840396695,0.12728616128601242,0.1271928559678695,1.0,0.955,0.955,0.0,0.0,0.0,1.0,1.0,1.0,0.00011838286259663266,0.03666390315501349,0.036618235956637296,1.0,0.945,0.945
normal,const,0.3,16000,1.0,1.0,250.04308239713617,291.90862930925624,0.10586346047019027,0.003425729490650212,0.0,0.04313661069681716,0.039484267440357976,0.006249292286375535,0.2079249793662262,0.20775891967834983,1.0,0.7975,0.7975,0.026214560296895922,0.19411637419035987,0.19563784650100138,1.0,0.8,0.8,0.22061555152221612,0.06412797221798396,0.22972448150380084,1.0,0.0875,0.0875,9.500289831455788e-05,0.09452303629335815,0.0944048563617937,1.0,0.975,0.975,0.0,0.0,0.0,1.0,1.0,1.0,-0.0010256751118668547,0.02786563416781339,0.027849674021262368,1.0,0.935,0.935
normal,const,0.3,32000,1.0,1.0,250.04308239713617,291.90862930925624,0.10586346047019027,0.003425729490650212,0.0,0.033742117530441006,0.03473309862150922,0.0029655267228649272,0.2106064729005262,0.2103639538045316,1.0,0.7775,0.7775,0.016760923156497437,0.19252919881542252,0.1930174919808441,1.0,0.8075,0.8075,0.2213355736131427,0.04239144162987253,0.2253485697409885,1.0,0.0075,0.0075,-0.0013569290681531081,0.06933254281273042,0.06925911669695838,1.0,0.9525,0.9525,0.0,0.0,0.0,1.0,1.0,1.0,-0.0008235310571930507,0.01868048408314585,0.01867528548025104,1.0,0.96,0.96
normal,const,0.22,125,1.0,1.0,34696.65368818953,22239.448665219275,0.08173044987072353,2.8821223193070983e-05,0.0,0.2184674409808926,0.2212076741344974,0.18111826146706078,1.1337635022457748,1.1467388344622738,1.0,0.6425,0.6425,0.5776923366913824,0.5953424440336315,0.8290204943038002,1.0,0.445,0.445,0.598776391200227,0.5550204778190715,0.8159722900505147,1.0,0.4575,0.4575,0.051691677213016776,1.1912133378167848,1.1908458223654392,1.0,0.975,0.975,0.0,0.0,0.0,1.0,1.0,1.0,0.029679265017171726,0.33386855683905065,0.3347691764255416,1.0,0.915,0.915
normal,const,0.22,250,1.0,1.0,34696.65368818953,22239.448665219275,0.08173044987072353,2.8821223193070983e-05,0.0,0.17664689231192807,0.17294520318937373,0.02249581717479872,2.5776570659726485,2.574531262516478,1.0,0.63,0.63,0.47165455697365594,0.5493548879398237,0.7235290851342007,1.0,0.4675,0.4675,0.5299617657464603,0.4395313681095367,0.6881601028441466,1.0,0.4825,0.4825,-0.021563545988875915,2.0728968519937494,2.070416405490378,1.0,0.9625,0.9625,0.0,0.0,0.0,1.0,1.0,1.0,0.015368245605492818,0.23682993380700726,0.23703244393153147,1.0,0.94,0.94
normal,const,0.22,500,1.0,1.0,34696.65368818953,22239.448665219275,0.08173044987072353,2.8821223193070983e-05,0.0,0.13289585228324063,0.13215059399919146,0.08329682428056769,1.1449560589187213,1.1465537173843106,1.0,0.545,0.545,0.3796622718203435,0.5682371692201383,0.6828101401018385,1.0,0.4825,0.4825,0.48419013875969824,0.35432777991006303,0.5997286016600257,1.0,0.485,0.485,-0.011904760120124694,0.7167410528200605,0.7159435492894202,1.0,0.9675,0.9675,0.0,0.0,0.0,1.0,1.0,1.0,0.009265564992433792,0.1739585242313367,0.17398782982436364,1.0,0.9375,0.9375
normal,const,0.22,1000,1.0,1.0,34696.65368818953,22239.448665219275,0.08173044987072353,2.8821223193070983e-05,0.0,0.09389221925295158,0.08775977787460874,0.019220680161477332,1.7561817131056607,1.7540904219762978,1.0,0.585,0.585,0.28483474231252026,0.49726175053479005,0.5725224064189989,1.0,0.5125,0.5125,0.44457819203409554,0.2648264203636873,0.5173079055771745,1.0,0.4475,0.4475,0.02431625758429786,0.5875739687464638,0.5873426097343059,1.0,0.975,0.975,0.0,0.0,0.0,1.0,1.0,1.0,-0.001968268408741053,0.11042386433970876,0.11030331056547653,1.0,0.9625,0.9625
